squad,season_end_year,minutes_90s,country,squad_size,foreigners,squad_value_avg,squad_value,players_used,gd_per90,pens_made_per90,pens_att_per90,cards_yellow_per90,cards_red_per90,cards_yellow_red_per90,fouls_per90,fouled_per90,offsides_per90,own_goals_per90,gk_goals_against_per90,gk_save_pct,gk_clean_sheets_pct,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net_per90,gk_passes_pct_launched,gk_pct_passes_launched,gk_goal_kick_length_avg,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area_per90,gk_shots_on_target_against_per90,gk_pens_saved_per90,gk_pens_missed_per90,gk_free_kick_goals_against_per90,gk_corner_kick_goals_against_per90,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,npxg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_xg_assist_per90,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,npxg_per_shot,passes_pct,passes_pct_short,passes_pct_medium,passes_pct_long,passes_total_distance_per90,progressive_passes_per90,passes_progressive_distance_per90,pass_xa_per90,xg_assist_net_per90,assisted_shots_per90,passes_into_final_third_per90,passes_into_penalty_area_per90,crosses_into_penalty_area_per90,passes_live_per90,passes_dead_per90,passes_free_kicks_per90,through_balls_per90,passes_switches_per90,crosses_per90,throw_ins_per90,corner_kicks_per90,corner_kicks_in_per90,corner_kicks_out_per90,corner_kicks_straight_per90,sca_per90,gca_per90,sca_passes_live_per90,sca_passes_dead_per90,sca_take_ons_per90,sca_shots_per90,sca_fouled_per90,sca_defense_per90,gca_passes_live_per90,gca_passes_dead_per90,gca_take_ons_per90,gca_shots_per90,gca_fouled_per90,gca_defense_per90,take_ons_won_pct,take_ons_tackled_pct,possession,touches_per90,touches_def_pen_area_per90,touches_def_3rd_per90,touches_mid_3rd_per90,touches_att_3rd_per90,touches_att_pen_area_per90,touches_live_ball_per90,take_ons_per90,carries_per90,carries_distance_per90,progressive_carries_per90,carries_progressive_distance_per90,carries_into_final_third_per90,carries_into_penalty_area_per90,miscontrols_per90,dispossessed_per90,challenge_tackles_pct,aerials_won_pct,tackles_per90,tackles_won_per90,tackles_def_3rd_per90,tackles_mid_3rd_per90,tackles_att_3rd_per90,challenge_tackles_per90,challenges_per90,challenges_lost_per90,blocks_per90,blocked_shots_per90,blocked_passes_per90,interceptions_per90,tackles_interceptions_per90,clearances_per90,errors_per90,ball_recoveries_per90,aerials_won_per90,aerials_lost_per90
West Ham,2023,38.0,ENG,44,24,10590000.0,465750000.0,25,-0.3699999999999999,0.15789473684210525,0.21052631578947367,1.1578947368421053,0.0,0.0,9.526315789473685,8.31578947368421,1.631578947368421,0.02631578947368421,1.4473684210526316,70.0,23.7,53.2,0.29,-0.021052631578947368,38.3,54.7,40.8,5.5,0.68,4.473684210526316,0.02631578947368421,0.02631578947368421,0.0,0.10526315789473684,1.08,0.66,1.74,0.92,1.58,1.29,1.15,0.86,2.15,2.01,28.5,12.26,3.5,0.08,0.26,17.3,0.1,75.6,86.8,82.0,50.2,5763.5,33.526315789473685,2218.315789473684,0.7052631578947368,-0.2026315789473684,8.947368421052632,26.05263157894737,5.578947368421052,2.1052631578947367,384.86842105263156,43.94736842105263,9.131578947368421,1.0789473684210527,4.2631578947368425,20.210526315789473,19.0,5.421052631578948,3.3947368421052633,1.5,0.02631578947368421,21.5,1.76,15.421052631578947,2.1315789473684212,1.0526315789473684,1.5789473684210527,0.9210526315789473,0.39473684210526316,1.0789473684210527,0.15789473684210525,0.15789473684210525,0.21052631578947367,0.15789473684210525,0.0,40.6,43.3,42.1,537.1052631578947,62.1578947368421,181.52631578947367,229.02631578947367,131.39473684210526,19.894736842105264,536.8947368421053,16.157894736842106,277.36842105263156,1511.8684210526317,16.18421052631579,743.3421052631579,10.868421052631579,4.368421052631579,12.052631578947368,9.394736842105264,48.0,51.4,16.0,8.842105263157896,7.631578947368421,5.947368421052632,2.4210526315789473,7.105263157894737,14.789473684210526,7.684210526315789,10.921052631578947,3.6578947368421053,7.2631578947368425,10.736842105263158,26.736842105263158,21.31578947368421,0.2631578947368421,53.23684210526316,16.31578947368421,15.447368421052632
Wolves,2023,38.0,ENG,43,34,11570000.0,497650000.0,32,-0.79,0.07894736842105263,0.07894736842105263,2.236842105263158,0.15789473684210525,0.02631578947368421,12.18421052631579,10.236842105263158,1.631578947368421,0.02631578947368421,1.5263157894736843,67.8,28.9,52.2,0.28,-0.12631578947368421,28.0,29.8,45.1,8.3,0.76,4.578947368421052,0.05263157894736842,0.0,0.0,0.15789473684210525,0.74,0.32,1.05,0.66,0.97,0.97,0.91,0.67,1.64,1.58,29.1,10.76,3.13,0.06,0.21,18.0,0.09,79.6,88.3,86.9,54.5,6949.236842105263,35.3421052631579,2297.6315789473683,0.5526315789473685,-0.3526315789473684,7.7368421052631575,29.210526315789473,6.631578947368421,1.868421052631579,436.1842105263158,43.60526315789474,11.31578947368421,1.2894736842105263,3.9210526315789473,17.394736842105264,17.44736842105263,4.868421052631579,1.605263157894737,2.263157894736842,0.05263157894736842,18.76,1.16,13.710526315789474,1.631578947368421,0.7894736842105263,1.236842105263158,1.105263157894737,0.2894736842105263,0.8421052631578947,0.02631578947368421,0.07894736842105263,0.15789473684210525,0.02631578947368421,0.02631578947368421,48.6,39.1,49.9,593.1315789473684,76.86842105263158,224.8421052631579,243.73684210526315,130.52631578947367,18.05263157894737,593.0526315789474,20.31578947368421,325.60526315789474,1768.8157894736842,16.05263157894737,922.7631578947369,11.078947368421053,3.736842105263158,13.578947368421053,8.605263157894736,47.0,46.2,17.394736842105264,9.736842105263158,9.578947368421053,5.842105263157895,1.9736842105263157,7.526315789473684,16.026315789473685,8.5,13.078947368421053,4.605263157894737,8.473684210526315,7.342105263157895,24.736842105263158,21.5,0.5,54.0,12.236842105263158,14.263157894736842
Burnley,2023,46.0,ENG,39,22,4960000.0,193350000.0,28,1.09,0.06521739130434782,0.06521739130434782,1.7608695652173914,0.043478260869565216,0.0,9.76086956521739,10.652173913043478,2.130434782608696,0.021739130434782608,0.7608695652173914,75.4,45.7,38.3,0.28,0.09347826086956522,40.0,21.8,39.3,10.1,1.57,2.9130434782608696,0.021739130434782608,0.0,0.0,0.1956521739130435,1.85,1.33,3.17,1.78,3.11,1.44,1.39,1.05,2.49,2.44,34.1,13.52,4.61,0.13,0.39,17.5,0.11,82.5,90.0,88.2,57.9,9126.673913043478,43.108695652173914,2708.6521739130435,1.0934782608695652,0.2782608695652174,10.26086956521739,35.82608695652174,7.978260869565218,2.391304347826087,564.5,46.28260869565217,11.978260869565217,1.4565217391304348,4.543478260869565,19.52173913043478,21.130434782608695,5.826086956521739,2.608695652173913,1.0,0.15217391304347827,23.72,2.96,18.565217391304348,1.8695652173913044,0.7608695652173914,1.2173913043478262,0.8478260869565217,0.45652173913043476,2.239130434782609,0.15217391304347827,0.13043478260869565,0.2608695652173913,0.13043478260869565,0.043478260869565216,41.7,44.0,64.0,715.304347826087,60.76086956521739,214.2391304347826,338.2608695652174,167.2391304347826,21.891304347826086,715.2391304347826,15.478260869565217,434.8695652173913,2435.6739130434785,21.0,1341.0217391304348,14.565217391304348,4.956521739130435,14.847826086956522,8.652173913043478,51.2,48.8,14.869565217391305,9.065217391304348,6.413043478260869,6.586956521739131,1.8695652173913044,7.260869565217392,14.173913043478262,6.913043478260869,9.326086956521738,2.260869565217391,7.065217391304348,9.021739130434783,23.891304347826086,15.195652173913043,0.2826086956521739,53.73913043478261,15.521739130434783,16.304347826086957
Luton,2023,46.0,ENG,44,18,1060000.0,46830000.0,30,0.37,0.021739130434782608,0.06521739130434782,2.0217391304347827,0.08695652173913043,0.06521739130434782,12.434782608695652,9.76086956521739,1.9782608695652173,0.08695652173913043,0.8478260869565217,73.2,43.5,33.3,0.23,-0.03695652173913044,35.9,61.7,57.7,5.0,0.72,2.760869565217391,0.0,0.0,0.0,0.13043478260869565,1.22,0.8,2.02,1.2,2.0,1.27,1.21,0.92,2.19,2.13,30.3,11.98,3.63,0.1,0.33,16.2,0.1,66.6,79.4,74.0,45.6,5139.5,33.95652173913044,2344.695652173913,0.9869565217391304,-0.11739130434782609,9.043478260869565,26.369565217391305,7.717391304347826,2.717391304347826,332.5217391304348,54.5,10.76086956521739,0.391304347826087,3.4782608695652173,22.0,27.869565217391305,5.826086956521739,3.4347826086956523,1.0434782608695652,0.43478260869565216,20.98,2.09,14.5,2.739130434782609,1.2173913043478262,1.3478260869565217,0.9782608695652174,0.1956521739130435,1.434782608695652,0.15217391304347827,0.21739130434782608,0.15217391304347827,0.08695652173913043,0.043478260869565216,41.1,46.3,46.2,511.30434782608694,57.15217391304348,167.7391304347826,199.08695652173913,150.45652173913044,21.934782608695652,511.2391304347826,18.73913043478261,237.65217391304347,1387.6739130434783,14.782608695652174,671.8913043478261,10.326086956521738,4.1521739130434785,18.543478260869566,10.456521739130435,47.5,51.8,15.934782608695652,9.065217391304348,7.282608695652174,6.413043478260869,2.239130434782609,7.1521739130434785,15.065217391304348,7.913043478260869,12.173913043478262,3.369565217391304,8.804347826086957,9.326086956521738,25.26086956521739,23.152173913043477,0.15217391304347827,56.21739130434783,24.08695652173913,22.434782608695652
Sheffield Utd,2023,46.0,ENG,37,17,3200000.0,118550000.0,32,0.6900000000000001,0.0,0.043478260869565216,2.1956521739130435,0.06521739130434782,0.021739130434782608,10.456521739130435,9.434782608695652,1.565217391304348,0.021739130434782608,0.8478260869565217,72.4,41.3,39.7,0.27,0.03695652173913044,34.5,48.9,43.4,7.9,1.07,2.9130434782608696,0.043478260869565216,0.0,0.0,0.13043478260869565,1.54,1.13,2.67,1.54,2.67,1.56,1.52,1.25,2.81,2.77,35.3,13.61,4.8,0.11,0.32,16.4,0.12,72.8,84.9,78.5,47.4,5951.608695652174,38.15217391304348,2376.021739130435,1.141304347826087,-0.1217391304347826,10.369565217391305,29.82608695652174,9.369565217391305,2.5217391304347827,406.67391304347825,49.369565217391305,10.652173913043478,0.8260869565217391,3.5,20.369565217391305,24.217391304347824,5.6521739130434785,2.739130434782609,2.217391304347826,0.043478260869565216,23.83,2.57,16.891304347826086,2.5,1.4782608695652173,1.5217391304347827,1.0434782608695652,0.391304347826087,1.5217391304347827,0.1956521739130435,0.3695652173913043,0.30434782608695654,0.13043478260869565,0.043478260869565216,47.1,41.7,51.1,574.7826086956521,53.869565217391305,169.7608695652174,246.67391304347825,163.8695652173913,25.717391304347824,574.7391304347826,16.847826086956523,280.0,1521.2608695652175,16.608695652173914,770.8695652173913,11.76086956521739,4.391304347826087,16.58695652173913,8.326086956521738,53.7,51.3,17.869565217391305,11.478260869565217,8.565217391304348,6.978260869565218,2.3260869565217392,7.478260869565218,13.934782608695652,6.456521739130435,11.456521739130435,2.9565217391304346,8.5,10.565217391304348,28.434782608695652,20.47826086956522,0.17391304347826086,57.21739130434783,20.97826086956522,19.91304347826087
Alaves,2019,38.0,SPA,29,10,3820000.0,110800000.0,26,-0.29000000000000004,0.05263157894736842,0.07894736842105263,2.6578947368421053,0.02631578947368421,0.0,14.5,13.131578947368421,1.5263157894736843,0.05263157894736842,1.3157894736842106,73.7,21.1,52.6,0.29,0.12105263157894736,40.9,61.6,57.0,3.3,1.11,4.394736842105263,0.0,0.0,0.07894736842105263,0.05263157894736842,1.03,0.71,1.74,0.97,1.68,1.08,1.02,0.76,1.85,1.79,27.2,11.21,3.05,0.09,0.32,18.3,0.09,68.5,81.1,76.4,46.8,4895.710526315789,29.289473684210527,2222.0,0.6552631578947368,-0.05263157894736842,7.842105263157895,21.86842105263158,5.894736842105263,3.0789473684210527,316.5,52.0,15.5,0.5526315789473685,3.1842105263157894,19.18421052631579,21.526315789473685,3.8157894736842106,1.5526315789473684,1.4210526315789473,0.05263157894736842,18.42,1.55,12.052631578947368,2.4473684210526314,1.0,1.236842105263158,1.5263157894736843,0.15789473684210525,0.9473684210526315,0.21052631578947367,0.07894736842105263,0.15789473684210525,0.13157894736842105,0.02631578947368421,56.4,43.6,42.7,486.1842105263158,57.21052631578947,167.55263157894737,217.47368421052633,106.92105263157895,16.026315789473685,486.10526315789474,12.868421052631579,219.68421052631578,1260.1315789473683,13.447368421052632,648.578947368421,9.631578947368421,2.710526315789474,15.447368421052632,8.973684210526315,42.7,49.3,17.0,10.236842105263158,9.263157894736842,6.0,1.736842105263158,6.684210526315789,15.657894736842104,8.973684210526315,11.026315789473685,3.0789473684210527,7.947368421052632,10.263157894736842,27.263157894736842,28.05263157894737,0.34210526315789475,51.89473684210526,22.736842105263158,23.42105263157895
Ath Bilbao,2019,38.0,SPA,32,3,7320000.0,234250000.0,27,-0.1499999999999999,0.13157894736842105,0.18421052631578946,3.1052631578947367,0.10526315789473684,0.05263157894736842,15.263157894736842,12.947368421052632,1.9473684210526316,0.0,1.1842105263157894,66.7,26.3,42.8,0.32,-0.05789473684210527,43.4,64.9,62.7,4.3,0.95,3.1578947368421053,0.0,0.0,0.0,0.15789473684210525,1.03,0.68,1.71,0.89,1.58,1.14,0.99,0.81,1.95,1.8,34.7,10.0,3.47,0.09,0.26,17.1,0.1,75.0,85.5,81.7,52.0,6363.5,38.21052631578947,2505.684210526316,0.9078947368421053,-0.1236842105263158,7.868421052631579,28.13157894736842,7.578947368421052,2.263157894736842,410.1842105263158,50.60526315789474,15.18421052631579,1.2894736842105263,4.868421052631579,19.157894736842106,22.289473684210527,4.026315789473684,1.4736842105263157,1.894736842105263,0.07894736842105263,18.24,1.84,12.552631578947368,2.026315789473684,1.131578947368421,1.105263157894737,1.1842105263157894,0.23684210526315788,1.2894736842105263,0.13157894736842105,0.07894736842105263,0.15789473684210525,0.18421052631578946,0.0,53.1,46.9,50.0,567.1842105263158,50.921052631578945,164.8684210526316,268.2631578947368,140.0,18.5,567.0,14.263157894736842,283.7105263157895,1562.157894736842,16.473684210526315,827.421052631579,14.026315789473685,3.263157894736842,13.736842105263158,9.052631578947368,37.9,56.1,16.92105263157895,10.105263157894736,8.18421052631579,6.447368421052632,2.289473684210526,6.447368421052632,17.0,10.552631578947368,10.894736842105264,2.4473684210526314,8.447368421052632,11.921052631578947,28.842105263157894,21.44736842105263,0.18421052631578946,53.578947368421055,24.289473684210527,19.026315789473685
Atl. Madrid,2019,38.0,SPA,37,17,26210000.0,969700000.0,29,0.6299999999999999,0.07894736842105263,0.10526315789473684,2.6315789473684212,0.13157894736842105,0.07894736842105263,12.526315789473685,11.921052631578947,2.1052631578947367,0.05263157894736842,0.7631578947368421,82.4,52.6,42.3,0.28,0.40263157894736845,36.9,56.6,57.2,4.0,0.42,3.5789473684210527,0.0,0.0,0.0,0.10526315789473684,1.39,0.95,2.34,1.32,2.26,1.24,1.16,0.93,2.17,2.09,35.2,11.58,4.08,0.11,0.32,18.3,0.1,78.6,88.8,81.8,53.2,6422.894736842105,36.473684210526315,2348.0,0.9789473684210527,0.018421052631578946,9.210526315789474,29.68421052631579,7.578947368421052,1.236842105263158,451.2631578947368,47.0,12.368421052631579,2.026315789473684,3.789473684210526,15.526315789473685,19.210526315789473,5.7105263157894735,2.1842105263157894,2.526315789473684,0.0,20.74,2.34,14.973684210526315,1.9736842105263157,1.0526315789473684,1.0526315789473684,1.394736842105263,0.2894736842105263,1.6578947368421053,0.07894736842105263,0.10526315789473684,0.2894736842105263,0.18421052631578946,0.02631578947368421,64.0,35.8,49.2,608.5,50.73684210526316,166.81578947368422,283.8157894736842,163.05263157894737,20.13157894736842,608.3947368421053,15.052631578947368,336.2631578947368,1766.5526315789473,17.81578947368421,908.7894736842105,15.289473684210526,4.447368421052632,13.078947368421053,10.842105263157896,45.6,53.5,20.63157894736842,12.81578947368421,10.578947368421053,7.842105263157895,2.210526315789474,8.394736842105264,18.42105263157895,10.026315789473685,9.842105263157896,2.473684210526316,7.368421052631579,12.18421052631579,32.81578947368421,22.026315789473685,0.3157894736842105,54.73684210526316,17.763157894736842,15.421052631578947
Barcelona,2019,38.0,SPA,39,20,29720000.0,1160000000.0,30,1.3699999999999999,0.21052631578947367,0.23684210526315788,2.0,0.05263157894736842,0.02631578947368421,10.789473684210526,14.473684210526315,2.6842105263157894,0.02631578947368421,0.9473684210526315,73.8,44.7,40.4,0.3,0.14210526315789473,51.2,15.7,37.8,1.8,1.0,3.4210526315789473,0.0,0.0,0.0,0.05263157894736842,2.32,1.61,3.92,2.11,3.71,1.99,1.81,1.47,3.46,3.28,43.9,14.5,6.37,0.15,0.33,18.0,0.13,87.2,92.1,90.1,72.9,10188.131578947368,55.526315789473685,3199.9736842105262,1.4289473684210525,0.1368421052631579,10.657894736842104,47.55263157894737,11.526315789473685,0.9736842105263158,653.5526315789474,46.1578947368421,15.131578947368421,3.8947368421052633,5.7631578947368425,10.368421052631579,17.789473684210527,5.394736842105263,1.7894736842105263,0.868421052631579,0.05263157894736842,26.32,4.16,20.157894736842106,1.105263157894737,1.9736842105263157,1.105263157894737,1.736842105263158,0.23684210526315788,2.973684210526316,0.18421052631578946,0.34210526315789475,0.2631578947368421,0.39473684210526316,0.0,59.2,40.8,64.4,799.8421052631579,57.421052631578945,192.76315789473685,392.13157894736844,221.05263157894737,27.5,799.6052631578947,19.81578947368421,511.6578947368421,2548.684210526316,22.394736842105264,1379.5263157894738,22.105263157894736,7.0,12.0,11.447368421052632,45.9,55.2,14.131578947368421,9.105263157894736,5.7368421052631575,6.105263157894737,2.289473684210526,5.947368421052632,12.947368421052632,7.0,9.473684210526315,2.6578947368421053,6.815789473684211,10.289473684210526,24.42105263157895,14.868421052631579,0.42105263157894735,53.078947368421055,11.81578947368421,9.605263157894736
Betis,2019,38.0,SPA,34,15,8550000.0,290750000.0,25,-0.2400000000000002,0.13157894736842105,0.18421052631578946,2.3421052631578947,0.02631578947368421,0.0,11.447368421052632,14.421052631578947,2.0789473684210527,0.0,1.368421052631579,69.0,28.9,51.5,0.31,-0.013157894736842105,38.0,20.3,36.8,5.4,1.53,4.078947368421052,0.02631578947368421,0.0,0.05263157894736842,0.21052631578947367,1.13,0.79,1.92,1.0,1.79,1.24,1.09,0.87,2.1,1.96,35.8,11.47,4.11,0.09,0.24,18.6,0.1,84.9,91.3,89.7,62.6,8709.71052631579,42.921052631578945,2799.9736842105262,0.9447368421052631,-0.07631578947368421,8.578947368421053,33.6578947368421,8.0,1.605263157894737,551.1315789473684,48.6578947368421,16.842105263157894,1.3157894736842106,6.157894736842105,15.526315789473685,17.31578947368421,4.894736842105263,1.5263157894736843,1.5,0.4473684210526316,20.58,2.0,15.394736842105264,1.236842105263158,1.5,0.631578947368421,1.4473684210526316,0.3684210526315789,1.5,0.0,0.15789473684210525,0.13157894736842105,0.18421052631578946,0.02631578947368421,62.6,37.2,61.8,704.2631578947369,61.86842105263158,203.89473684210526,334.89473684210526,171.44736842105263,21.736842105263158,704.078947368421,18.86842105263158,421.6842105263158,2348.2631578947367,23.342105263157894,1266.421052631579,18.55263157894737,5.7368421052631575,14.973684210526315,10.31578947368421,40.3,49.8,16.18421052631579,9.947368421052632,8.131578947368421,5.973684210526316,2.0789473684210527,5.7631578947368425,14.31578947368421,8.552631578947368,10.052631578947368,2.1052631578947367,7.947368421052632,9.5,25.68421052631579,18.473684210526315,0.5526315789473685,47.473684210526315,12.18421052631579,12.289473684210526
Celta Vigo,2019,38.0,SPA,30,19,7800000.0,234100000.0,28,-0.2599999999999998,0.18421052631578946,0.18421052631578946,2.0789473684210527,0.15789473684210525,0.13157894736842105,12.052631578947368,12.736842105263158,2.3684210526315788,0.02631578947368421,1.631578947368421,66.5,21.1,59.7,0.32,-0.034210526315789476,38.4,44.3,55.1,3.4,0.97,4.394736842105263,0.0,0.02631578947368421,0.10526315789473684,0.13157894736842105,1.37,0.97,2.34,1.18,2.16,1.22,1.08,0.88,2.11,1.97,34.2,11.71,4.0,0.1,0.3,18.0,0.09,79.5,88.6,85.6,55.7,7062.631578947368,33.89473684210526,2496.315789473684,0.781578947368421,0.08947368421052632,9.026315789473685,25.236842105263158,6.447368421052632,1.763157894736842,443.7368421052632,48.8421052631579,14.421052631578947,0.9210526315789473,5.026315789473684,17.342105263157894,18.342105263157894,4.2894736842105265,1.8421052631578947,1.5263157894736843,0.07894736842105263,21.42,2.34,15.473684210526315,1.4736842105263157,1.6578947368421053,1.1578947368421053,1.4473684210526316,0.21052631578947367,1.736842105263158,0.07894736842105263,0.13157894736842105,0.18421052631578946,0.21052631578947367,0.0,60.7,39.3,51.6,602.3421052631579,60.44736842105263,190.8421052631579,286.60526315789474,130.71052631578948,17.63157894736842,602.1578947368421,16.473684210526315,335.3421052631579,1799.3157894736842,17.710526315789473,920.0526315789474,15.473684210526315,3.710526315789474,13.131578947368421,9.763157894736842,45.9,52.0,16.68421052631579,9.921052631578947,9.578947368421053,5.605263157894737,1.5,6.7894736842105265,14.789473684210526,8.0,10.0,2.763157894736842,7.2368421052631575,10.052631578947368,26.736842105263158,23.394736842105264,0.5,50.10526315789474,17.44736842105263,16.07894736842105
Eibar,2019,38.0,SPA,29,8,3240000.0,93900000.0,25,-0.1100000000000001,0.18421052631578946,0.21052631578947367,2.1315789473684212,0.05263157894736842,0.02631578947368421,13.710526315789474,10.263157894736842,2.4210526315789473,0.02631578947368421,1.3157894736842106,64.4,23.7,44.1,0.31,-0.12894736842105264,38.0,69.4,66.5,5.0,2.21,3.473684210526316,0.02631578947368421,0.0,0.05263157894736842,0.07894736842105263,1.21,0.68,1.89,1.03,1.71,1.44,1.28,0.96,2.41,2.24,28.1,13.79,3.87,0.07,0.27,17.4,0.1,70.1,81.4,78.5,50.9,6785.0,42.60526315789474,2572.1315789473683,1.0236842105263158,-0.28157894736842104,9.842105263157896,35.76315789473684,9.289473684210526,4.0,428.2631578947368,56.18421052631579,14.394736842105264,0.5263157894736842,7.552631578947368,27.81578947368421,27.42105263157895,5.868421052631579,0.9473684210526315,4.0,0.10526315789473684,24.61,1.92,16.81578947368421,2.9473684210526314,1.5,1.263157894736842,1.605263157894737,0.47368421052631576,1.1842105263157894,0.18421052631578946,0.07894736842105263,0.21052631578947367,0.18421052631578946,0.07894736842105263,58.1,41.9,54.0,592.8421052631579,42.39473684210526,131.52631578947367,283.13157894736844,184.1578947368421,23.86842105263158,592.6315789473684,15.578947368421053,293.6578947368421,1547.0263157894738,14.868421052631579,749.7105263157895,13.763157894736842,3.5526315789473686,15.157894736842104,10.18421052631579,42.6,49.5,16.763157894736842,11.157894736842104,6.2631578947368425,7.605263157894737,2.8947368421052633,6.315789473684211,14.81578947368421,8.5,9.394736842105264,1.394736842105263,8.0,9.68421052631579,26.44736842105263,17.973684210526315,0.2631578947368421,59.78947368421053,26.210526315789473,26.789473684210527
Espanyol,2019,38.0,SPA,30,9,5820000.0,174700000.0,25,-0.19000000000000017,0.10526315789473684,0.10526315789473684,2.3684210526315788,0.05263157894736842,0.05263157894736842,13.973684210526315,13.421052631578947,2.210526315789474,0.05263157894736842,1.3157894736842106,73.7,26.3,51.8,0.27,0.09999999999999999,40.2,39.9,47.6,3.6,0.5,4.394736842105263,0.05263157894736842,0.0,0.13157894736842105,0.18421052631578946,1.13,0.68,1.82,1.03,1.71,1.29,1.21,0.89,2.18,2.1,32.8,12.37,4.05,0.08,0.25,19.0,0.1,78.1,87.2,83.9,58.6,6787.184210526316,39.3421052631579,2539.842105263158,0.8605263157894738,-0.20526315789473684,8.736842105263158,27.894736842105264,8.052631578947368,1.5789473684210527,414.42105263157896,50.21052631578947,15.236842105263158,1.8421052631578947,4.578947368421052,14.31578947368421,19.31578947368421,4.605263157894737,1.1842105263157894,1.5526315789473684,0.3684210526315789,21.18,1.74,15.5,1.5263157894736843,1.0263157894736843,1.5789473684210527,1.0263157894736843,0.5263157894736842,1.105263157894737,0.10526315789473684,0.05263157894736842,0.3157894736842105,0.07894736842105263,0.07894736842105263,60.8,39.0,49.4,576.3947368421053,65.76315789473684,199.73684210526315,254.1578947368421,129.21052631578948,18.13157894736842,576.2894736842105,13.763157894736842,316.39473684210526,1739.6052631578948,16.894736842105264,912.8684210526316,13.157894736842104,3.6578947368421053,14.868421052631579,9.842105263157896,38.5,50.4,17.236842105263158,10.368421052631579,8.526315789473685,6.421052631578948,2.289473684210526,6.921052631578948,18.0,11.078947368421053,10.578947368421053,3.526315789473684,7.052631578947368,10.736842105263158,27.973684210526315,25.0,0.3684210526315789,50.921052631578945,15.552631578947368,15.31578947368421
